"id","name","nationality","nat_position","nat_kit","club","club_position","club_kit","club_join","contract_expiration","rate","height","weight","pref_foot","birth","age","pref_position"
3815,"Dorca","Spain","NULL","NULL","Elche CF","RDM",23,"07/01/2016",2017,72,"182 cm","77 kg","Left","12/23/1982",34,"CDM/CAM"
3816,"Bruno Saltor","Spain","NULL","NULL","Brighton","RB",2,"07/01/2012",2018,72,"178 cm","75 kg","Right","10/01/1980",36,"RB"
3817,"Leandro Greco","Italy","NULL","NULL","Bari","CM",10,"01/31/2017",2019,72,"184 cm","75 kg","Left","07/19/1986",30,"CM/CDM"
3818,"Sercan Yildirim","Turkey","NULL","NULL","Bursaspor","Sub",9,"07/08/2016",2019,72,"182 cm","71 kg","Right","04/05/1990",26,"RM/LM"
3819,"Bekir Irtegün","Turkey","NULL","NULL","Medipol Basaksehir","Sub",14,"07/02/2015",2018,72,"184 cm","78 kg","Right","04/20/1984",32,"CB/RB"
3820,"Serdar Kurtulus","Turkey","NULL","NULL","Bursaspor","Res",2,"07/08/2016",2019,72,"186 cm","79 kg","Right","07/23/1987",29,"RB"
3821,"Mariano Pavone","Argentina","NULL","NULL","Vélez Sarsfield","LS",9,"01/05/2016",2017,72,"181 cm","81 kg","Right","05/27/1982",34,"ST"
3822,"Diego Colotto","Argentina","NULL","NULL","Quilmes","RCB",19,"07/29/2016",2017,72,"184 cm","83 kg","Right","03/10/1981",36,"CB"
3823,"Jonathan Bottinelli","Argentina","NULL","NULL","Sarandí","LCB",6,"01/14/2016",2017,72,"180 cm","79 kg","Left","09/14/1984",32,"CB"
3824,"Javi Guerra","Spain","NULL","NULL","Rayo Vallecano","ST",24,"08/31/2015",2019,72,"178 cm","76 kg","Right","03/15/1982",35,"ST"
3825,"Alan Hutton","Scotland","NULL","NULL","Aston Villa","Sub",21,"08/01/2011",2017,72,"185 cm","73 kg","Right","11/30/1984",32,"RB"
3826,"David Nugent","England","NULL","NULL","Derby County","ST",28,"01/09/2017",2019,72,"180 cm","81 kg","Right","05/02/1985",31,"ST/CAM"
3827,"Omar Pérez","Argentina","NULL","NULL","Ind. Santa Fe","Sub",10,"01/01/2009",2021,72,"180 cm","82 kg","Right","03/29/1981",36,"CAM"
3828,"Almen Abdi","Switzerland","NULL","NULL","Sheffield Wed","Sub",7,"07/28/2016",2019,72,"180 cm","75 kg","Right","10/21/1986",30,"CM/LM"
3829,"Toño","Spain","NULL","NULL","Rayo Vallecano","Res",13,"09/01/2014",2017,72,"182 cm","81 kg","Right","12/17/1979",37,"GK"
3830,"Gonçalo Brandão","Portugal","NULL","NULL","Estoril Praia","Sub",28,"01/30/2017",2019,72,"182 cm","76 kg","Left","10/09/1986",30,"CB"
3831,"Brett Holman","Australia","NULL","NULL","Brisbane Roar","CAM",10,"09/01/2016",2018,72,"177 cm","75 kg","Right","03/27/1984",33,"CAM/CM"
3832,"Kevin Stuhr-Ellegaard","Denmark","NULL","NULL","IF Elfsborg","GK",1,"01/01/2012",2020,72,"196 cm","93 kg","Right","05/23/1983",33,"GK"
3833,"Michael Turner","England","NULL","NULL","Norwich","Res",26,"07/27/2012",2017,72,"193 cm","90 kg","Right","11/09/1983",33,"CB"
3834,"Jan-Ingwer Callsen-Bracker","Germany","NULL","NULL","FC Augsburg","Res",18,"01/01/2011",2017,72,"188 cm","88 kg","Right","09/23/1984",32,"CB"
3835,"Giulio Migliaccio","Italy","NULL","NULL","Atalanta","Sub",8,"07/11/2013",2017,72,"180 cm","81 kg","Right","06/23/1981",35,"CM/CDM"
3836,"Killian Overmeire","Belgium","NULL","NULL","Sport. Lokeren","Res",7,"07/01/2003",2018,72,"188 cm","84 kg","Right","12/06/1985",31,"CDM/CM"
3837,"Michael Liendl","Austria","NULL","NULL","1860 München","Sub",10,"08/26/2015",2017,72,"175 cm","74 kg","Left","10/25/1985",31,"CAM/CM/RM"
3838,"Steve Sidwell","England","NULL","NULL","Brighton","Sub",14,"07/01/2016",2017,72,"178 cm","80 kg","Right","12/14/1982",34,"CM/CDM"
3839,"Paul McShane","Republic of Ireland","NULL","NULL","Reading","RCB",5,"07/02/2015",2018,72,"183 cm","81 kg","Right","01/06/1986",31,"CB"
3840,"Merter Yüce","Turkey","NULL","NULL","Bursaspor","RDM",7,"01/02/2016",2019,72,"192 cm","84 kg","Right","02/18/1985",32,"CDM/CM"
3841,"Giandomenico Mesto","Italy","NULL","NULL","Panathinaikos","Sub",27,"01/01/2016",2017,72,"180 cm","73 kg","Right","05/25/1982",34,"RB/RWB"
3842,"Hugo Campagnaro","Argentina","NULL","NULL","Pescara","RCB",14,"08/31/2015",2020,72,"181 cm","85 kg","Right","06/27/1980",36,"CB/RB"
3843,"Christian Schulz","Germany","NULL","NULL","SK Sturm Graz","LCB",20,"07/07/2016",2018,72,"185 cm","80 kg","Left","04/01/1983",33,"CB"
3844,"Fabio Coltorti","Switzerland","NULL","NULL","RB Leipzig","Sub",1,"07/01/2012",2017,72,"197 cm","95 kg","Right","12/03/1980",36,"GK"
3845,"Christian Bermúdez","Mexico","NULL","NULL","Chiapas","Sub",6,"01/05/2017",2018,72,"160 cm","61 kg","Right","04/26/1987",29,"LM/CAM"
3846,"Thibault Giresse","France","NULL","NULL","EA Guingamp","Sub",26,"07/01/2009",2017,72,"172 cm","65 kg","Left","05/25/1981",35,"LM"
3847,"David Navarro","Spain","NULL","NULL","AD Alcorcón","LCB",3,"07/26/2016",2017,72,"188 cm","82 kg","Right","05/25/1980",36,"CB"
3848,"Duda","Portugal","NULL","NULL","Málaga CF","Sub",17,"08/28/2009",2017,72,"175 cm","71 kg","Left","06/27/1980",36,"CAM/RM"
3849,"Pelegrín","Spain","NULL","NULL","Elche CF","RCB",18,"07/01/2016",2018,72,"185 cm","77 kg","Left","04/18/1979",37,"CB"
3850,"Hamit Altintop","Turkey","NULL","NULL","SV Darmstadt","LDM",34,"01/31/2017",2017,72,"183 cm","82 kg","Right","12/08/1982",34,"CDM/RM"
3851,"Fahid Ben Khalfallah","Tunisia","NULL","NULL","Melb. Victory","LW",14,"09/22/2014",2017,72,"170 cm","72 kg","Right","10/09/1982",34,"LW/RW"
3852,"Davide Brivio","Italy","NULL","NULL","Genoa","Sub",28,"08/31/2016",2018,72,"185 cm","82 kg","Left","03/17/1988",29,"LB"
3853,"Gianluca Pegolo","Italy","NULL","NULL","Sassuolo","Sub",79,"09/02/2013",2017,72,"183 cm","76 kg","Left","03/25/1981",36,"GK"
3854,"Peter Niemeyer","Germany","NULL","NULL","SV Darmstadt","RCB",18,"08/03/2015",2018,72,"191 cm","83 kg","Right","11/22/1983",33,"CDM/CB"
3855,"Alou Diarra","France","NULL","NULL","AS Nancy","CDM",5,"09/01/2016",2017,72,"190 cm","79 kg","Right","07/15/1981",35,"CDM/CM"
3856,"Alaeddine Yahia","Tunisia","NULL","NULL","SM Caen","CB",5,"10/01/2014",2017,72,"187 cm","81 kg","Right","09/26/1981",35,"CB"
3857,"Angelo Palombo","Italy","NULL","NULL","Sampdoria","Sub",17,"07/01/2002",2017,72,"177 cm","77 kg","Right","09/25/1981",35,"CM/CDM"
3858,"Cristian Ledesma","Italy","NULL","NULL","Terni","RCM",27,"01/20/2017",2017,72,"180 cm","78 kg","Right","09/24/1982",34,"CDM/CM"
3859,"Tim Cahill","Australia","Sub",4,"Melbourne City","CAM",17,"08/11/2016",2018,72,"178 cm","75 kg","Right","12/06/1979",37,"CAM/CM"
3860,"Julián Speroni","Argentina","NULL","NULL","Crystal Palace","Res",1,"07/01/2004",2017,72,"186 cm","87 kg","Right","05/18/1979",37,"GK"
3861,"Olivier Deschacht","Belgium","NULL","NULL","RSC Anderlecht","Sub",3,"07/01/2001",2017,72,"187 cm","81 kg","Left","02/16/1981",36,"CB/LB"
3862,"Abdou Kader Mangane","Senegal","NULL","NULL","RC Strasbourg","Sub",12,"08/30/2016",2017,72,"193 cm","90 kg","Right","03/23/1983",34,"CB/CDM"
3863,"Tobias Hysén","Sweden","NULL","NULL","IFK Göteborg","LS",10,"01/26/2016",2017,72,"178 cm","83 kg","Left","03/09/1982",35,"ST"
3864,"Nils-Eric Johansson","Sweden","NULL","NULL","AIK","LCB",4,"01/01/2007",2017,72,"187 cm","88 kg","Left","01/13/1980",37,"CB"
3865,"Benoît Pedretti","France","NULL","NULL","AS Nancy","LCM",25,"08/10/2015",2017,72,"178 cm","72 kg","Right","11/12/1980",36,"CDM/CM"
3866,"Lionel Mathis","France","NULL","NULL","AJ Auxerre","LCM",5,"06/27/2016",2017,72,"174 cm","72 kg","Right","10/04/1981",35,"CDM/CM"
3867,"Johan Wiland","Sweden","NULL","NULL","Malmö FF","GK",1,"07/22/2015",2017,72,"188 cm","78 kg","Right","01/24/1981",36,"GK"
3868,"Andreas Isaksson","Sweden","NULL","NULL","Djurgårdens IF","GK",1,"08/11/2016",2018,72,"200 cm","86 kg","Right","10/03/1981",35,"GK"
3869,"Rickie Lambert","England","NULL","NULL","Cardiff City","Sub",19,"08/31/2016",2018,72,"188 cm","77 kg","Right","02/16/1982",35,"ST"
3870,"Scott Parker","England","NULL","NULL","Fulham","Sub",8,"08/13/2013",2017,72,"175 cm","69 kg","Right","10/13/1980",36,"CDM/CM"
3871,"Gustavo Blanco Leschuk","Argentina","NULL","NULL","Shakhtar Donetsk","Sub",99,"01/31/2017",2020,71,"190 cm","85 kg","Right","11/05/1991",25,"ST"
3872,"Vinícius","Hungary","CB",23,"Free Agents","Res",99,"08/01/2011",2020,71,"184 cm","76 kg","Right","02/21/1990",27,"CB"
3873,"Matej Mitrovic","Croatia","NULL","NULL","Besiktas","Sub",2,"01/01/2017",2020,71,"187 cm","85 kg","Right","11/10/1993",23,"CB"
3874,"Jirí Pavlenka","Czech Republic","Sub",23,"Free Agents","Res",99,"01/01/2016",2020,73,"196 cm","81 kg","Right","04/14/1992",24,"GK"
3875,"Jaromír Zmrhal","Czech Republic","Sub",7,"Free Agents","Res",99,"07/01/2012",2018,74,"189 cm","79 kg","Left","08/02/1993",23,"LM/RM"
3876,"Jan Sýkora","Czech Republic","LDM",18,"Free Agents","Res",99,"01/09/2017",2020,71,"170 cm","64 kg","Left","12/29/1993",23,"CM/LM/CDM"
3877,"Túlio Sandoiro","Brazil","NULL","NULL","Fluminense","ST",11,"02/01/2016",2020,71,"186 cm","82 kg","Right","02/29/1984",33,"ST"
3878,"Marlion Rolim","Brazil","NULL","NULL","Sport","RAM",8,"02/01/2016",2020,71,"175 cm","70 kg","Right","02/29/1992",25,"CAM"
3879,"Martin Cordeia","Brazil","NULL","NULL","Chapecoense","CAM",9,"02/01/2016",2020,71,"181 cm","76 kg","Right","02/29/1984",33,"CAM/CM"
3880,"Marlion Simões","Brazil","NULL","NULL","A. Minas G.","Sub",13,"02/01/2016",2020,71,"180 cm","75 kg","Left","02/29/1992",25,"LB/CM"
3881,"Enzo Merques","Brazil","NULL","NULL","Joinville","LB",5,"02/01/2016",2020,71,"187 cm","76 kg","Left","02/29/1984",33,"LB"
3882,"Alam Lindeiro","Brazil","NULL","NULL","Santos","Sub",18,"02/01/2016",2020,71,"181 cm","70 kg","Left","02/29/1984",33,"LB"
3883,"Mateo García","Argentina","NULL","NULL","UD Las Palmas","Sub",19,"08/05/2016",2020,71,"169 cm","65 kg","Left","09/10/1996",20,"LM/RM"
3884,"Álvaro Jiménez","Spain","NULL","NULL","Getafe CF","RM",23,"07/01/2014",2018,71,"176 cm","62 kg","Right","05/19/1995",21,"RM"
3885,"Lazar Rosic","Serbia","NULL","NULL","SC Braga","LCB",3,"07/06/2016",2021,71,"190 cm","83 kg","Right","06/29/1993",23,"CB"
3886,"Yevhen Shakhov","Ukraine","NULL","NULL","PAOK","Sub",28,"07/01/2016",2019,71,"187 cm","80 kg","Right","11/30/1990",26,"CAM/CM"
3887,"David Terans","Uruguay","NULL","NULL","Wanderers","LM",10,"06/25/2016",2018,71,"176 cm","73 kg","Left","08/11/1994",22,"LM/CAM"
3888,"Ramón Folch","Spain","NULL","NULL","CF Reus Deportiu","RDM",8,"07/01/2013",2017,71,"182 cm","78 kg","Right","10/04/1989",27,"CDM/CM"
3889,"Perdigão","Brazil","NULL","NULL","Chaves","RW",10,"01/04/2016",2020,71,"180 cm","70 kg","Right","07/17/1991",25,"RW"
3890,"Jony Reitosa","Brazil","NULL","NULL","Criciúma","RB",2,"01/01/2016",2020,71,"176 cm","74 kg","Right","02/29/1992",25,"RB"
3891,"Vágner Corraldo","Brazil","NULL","NULL","Goiás","LB",5,"01/01/2016",2020,71,"175 cm","70 kg","Left","02/29/1988",29,"LB"
3892,"Eduardo Fonseira","Brazil","NULL","NULL","Goiás","GK",1,"01/01/2016",2020,71,"191 cm","87 kg","Right","02/29/1988",29,"GK"
3893,"Nathael Silbeira","Brazil","NULL","NULL","Criciúma","GK",1,"01/01/2016",2020,71,"188 cm","83 kg","Right","02/29/1984",33,"GK"
3894,"Ramadan Sobhi","Egypt","Sub",14,"Stoke City","Sub",32,"07/26/2016",2021,71,"183 cm","72 kg","Right","06/27/1997",19,"LW/LM"
3895,"Amr Warda","Egypt","LM",22,"PAOK","CAM",7,"01/24/2017",2020,71,"176 cm","70 kg","Right","09/17/1993",23,"RM/CAM"
3896,"Gaku Shibasaki","Japan","NULL","NULL","CD Tenerife","Sub",20,"01/31/2017",2017,71,"175 cm","62 kg","Right","05/28/1992",24,"CM/RM"
3897,"Gen Shoji","Japan","NULL","NULL","Kashima Antlers","LCB",3,"01/01/2011",2020,71,"182 cm","74 kg","Right","12/11/1992",24,"CB"
3898,"Yuki Kobayashi","Japan","NULL","NULL","SC Heerenveen","LCM",21,"08/17/2016",2019,71,"182 cm","72 kg","Left","04/24/1992",24,"CM/CDM"
3899,"Kosei Shibasaki","Japan","NULL","NULL","Sanfrecce Hiroshima","LF",30,"01/07/2014",2020,71,"176 cm","65 kg","Right","08/28/1984",32,"CAM/CF"
3900,"Takuma Asano","Japan","NULL","NULL","VfB Stuttgart","LCM",11,"07/03/2016",2020,71,"173 cm","71 kg","Right","11/10/1994",22,"LM/CM"
3901,"Sebastián Bertoli","Argentina","NULL","NULL","Patronato","GK",1,"07/01/2003",2020,71,"185 cm","81 kg","Right","10/16/1977",39,"GK"
3902,"Carlos Ponck","Cape Verde","NULL","NULL","Chaves","RCB",26,"06/04/2016",2020,71,"183 cm","84 kg","Right","01/13/1995",22,"CB/CDM"
3903,"Luka Jovic","Serbia","NULL","NULL","SL Benfica","Res",35,"02/01/2016",2021,71,"181 cm","75 kg","Right","12/23/1997",19,"ST"
3904,"Dimitris Chatziisaias","Greece","NULL","NULL","PAOK","Sub",5,"01/29/2016",2019,71,"193 cm","77 kg","Right","09/21/1992",24,"CB"
3905,"Santiago Ascacibar","Argentina","NULL","NULL","Estudiantes","LDM",5,"01/04/2016",2019,71,"168 cm","68 kg","Right","02/25/1997",20,"CDM"
3906,"Collins Fai","Cameroon","RB",19,"Standard Liège","RB",32,"01/16/2016",2020,71,"162 cm","72 kg","Right","08/13/1992",24,"RB/LB"
3907,"Marko Grujic","Serbia","NULL","NULL","Liverpool","Sub",16,"01/06/2016",2020,71,"191 cm","82 kg","Right","04/13/1996",20,"CM/CAM"
3908,"Amine Harit","France","NULL","NULL","FC Nantes","Sub",14,"01/06/2016",2020,71,"179 cm","66 kg","Right","06/18/1997",19,"CAM/LM"
3909,"Giorgi Aburjania","Georgia","NULL","NULL","Sevilla Atlét.","Sub",23,"08/01/2016",2020,71,"187 cm","78 kg","Right","01/02/1995",22,"CDM/CM"
3910,"Kim Dong Joon","Korea Republic","NULL","NULL","Seongnam FC","GK",31,"01/06/2016",2019,71,"188 cm","74 kg","Right","12/19/1994",22,"GK"
3911,"Carlos Muñoz","Chile","NULL","NULL","CA Talleres","ST",16,"08/10/2016",2017,71,"173 cm","67 kg","Right","04/21/1989",27,"ST"
3912,"Denis Tkachuk","Russia","NULL","NULL","Rubin Kazan","LM",31,"01/18/2016",2018,71,"177 cm","74 kg","Left","07/02/1989",27,"LM"
3913,"Jaime Carreño","Chile","NULL","NULL","Uni. Católica","Sub",8,"07/16/2015",2018,71,"166 cm","65 kg","Right","03/03/1997",20,"CM/CDM"
3914,"Arnold Issoko","DR Congo","NULL","NULL","V. Setúbal","RB",7,"08/12/2015",2017,71,"185 cm","79 kg","Right","04/06/1992",24,"RM/RB"
3915,"Hugo Rubiães","Brazil","NULL","NULL","Grêmio","LDM",7,"02/03/2016",2020,71,"175 cm","75 kg","Right","02/29/1984",33,"CDM/RB"
3916,"Nascimentardo","Brazil","NULL","NULL","Botafogo","Sub",17,"02/01/2015",2020,71,"170 cm","66 kg","Right","02/29/1988",29,"CAM/CF"
3917,"Paulao Junqueiras","Brazil","NULL","NULL","Grêmio","Sub",13,"06/09/2016",2020,71,"193 cm","96 kg","Right","02/29/1988",29,"ST"
3918,"Paulolettinho","Brazil","NULL","NULL","Santos","RAM",8,"02/01/2015",2020,71,"181 cm","80 kg","Right","02/29/1984",33,"CAM/RW"
3919,"Tiago Pombeira","Brazil","NULL","NULL","Palmeiras","LAM",9,"02/01/2015",2020,71,"173 cm","65 kg","Left","02/29/1988",29,"CAM"
3920,"Vieiraldo Junior","Brazil","NULL","NULL","Fluminense","Sub",13,"02/03/2016",2020,71,"180 cm","79 kg","Left","02/29/1992",25,"CDM/LB"
3921,"Luis Couprins","Brazil","NULL","NULL","Botafogo","CDM",6,"02/01/2015",2020,71,"177 cm","72 kg","Right","02/29/1988",29,"CDM"
3922,"Sandelas Júnior","Brazil","NULL","NULL","Vitória","LDM",8,"02/01/2015",2020,71,"183 cm","78 kg","Left","02/29/1992",25,"CDM"
3923,"Natinho Mestres","Brazil","NULL","NULL","Goiás","Sub",14,"06/23/2016",2020,71,"185 cm","86 kg","Right","02/29/1992",25,"CB"
3924,"Barbosaldinho","Brazil","NULL","NULL","Sport","LCB",4,"02/01/2015",2020,71,"186 cm","82 kg","Right","02/29/1988",29,"CB/RB"
3925,"Alexandre Frandeira","Brazil","NULL","NULL","Atlético Mineiro","LDM",7,"02/01/2009",2020,71,"192 cm","85 kg","Right","02/29/1988",29,"CB/CDM"
3926,"Nuno Padrenda","Brazil","NULL","NULL","Avaí","Sub",15,"02/01/2015",2020,71,"186 cm","81 kg","Right","02/29/1992",25,"CB/RB"
3927,"Tony Muttinho","Brazil","NULL","NULL","Santa Cruz","Sub",16,"08/31/2016",2020,71,"183 cm","80 kg","Right","02/29/1984",33,"RB/RM"
3928,"Tramontinaldo","Brazil","NULL","NULL","Grêmio","RB",2,"08/22/2016",2020,71,"175 cm","71 kg","Right","02/29/1984",33,"RB/RM"
3929,"Edsinho Torres","Brazil","NULL","NULL","Palmeiras","Sub",18,"02/01/2013",2017,71,"178 cm","77 kg","Right","02/29/1984",33,"LB"
3930,"Wiliam Santinho","Brazil","NULL","NULL","Vitória","Sub",12,"02/01/2015",2020,71,"195 cm","91 kg","Right","02/29/1984",33,"GK"
3931,"André Milazisco","Brazil","NULL","NULL","Internacional","Sub",12,"02/01/2015",2020,71,"188 cm","85 kg","Left","02/29/1984",33,"GK"
3932,"Josué da Feira","Brazil","NULL","NULL","Grêmio","ST",11,"07/01/2012",2020,71,"177 cm","71 kg","Right","02/29/1992",25,"ST"
3933,"Eltildo Bessa","Brazil","NULL","NULL","Chapecoense","ST",11,"01/01/2015",2020,71,"165 cm","62 kg","Left","02/29/1984",33,"ST/LW"
3934,"Heltinho Melo","Brazil","NULL","NULL","Vasco da Gama","RAM",8,"01/01/2015",2020,71,"174 cm","68 kg","Right","02/29/1984",33,"CAM/RB"
3935,"Adeilson Gesser","Brazil","NULL","NULL","Atlético Mineiro","RAM",8,"03/23/2016",2020,71,"175 cm","70 kg","Left","02/29/1992",25,"CAM"
3936,"Alex das Freitas","Brazil","NULL","NULL","A. Minas G.","LDM",8,"01/01/2015",2020,71,"172 cm","76 kg","Right","02/29/1988",29,"CDM/CM"
3937,"Heitor Gesse","Brazil","NULL","NULL","Atlético Mineiro","LB",5,"01/01/2015",2020,71,"178 cm","69 kg","Left","02/29/1984",33,"LB"
3938,"Assane Dioussé","Senegal","NULL","NULL","Empoli","CDM",8,"07/01/2015",2020,71,"175 cm","68 kg","Right","09/20/1997",19,"CDM/CM"
3939,"Saif Al Hashan","Kuwait","NULL","NULL","Al Shabab","Res",10,"08/08/2015",2017,71,"176 cm","69 kg","Left","01/29/1990",27,"CAM"
3940,"Jordi Calavera","Spain","NULL","NULL","CD Lugo","RB",23,"07/01/2016",2019,71,"178 cm","67 kg","Right","08/02/1995",21,"RB"
3941,"Milan Gajic","Serbia","NULL","NULL","Giron. Bordeaux","Sub",2,"07/22/2015",2020,72,"178 cm","75 kg","Right","01/28/1996",21,"RB"
3942,"Rade Krunic","Bosnia Herzegovina","NULL","NULL","Empoli","RCM",33,"07/10/2015",2018,71,"184 cm","74 kg","Right","10/07/1993",23,"CM"
3943,"Tiago Mesquita","Portugal","NULL","NULL","Boavista","Sub",28,"07/01/2015",2018,71,"180 cm","74 kg","Right","11/23/1990",26,"RB"
3944,"Marco Baixinho","Portugal","NULL","NULL","Paços Ferreira","LCB",2,"07/01/2015",2019,71,"187 cm","80 kg","Right","07/11/1989",27,"CB/CDM"
3945,"Campillo","Spain","NULL","NULL","CD Lugo","CAM",10,"07/04/2015",2019,71,"176 cm","70 kg","Right","12/16/1990",26,"CAM/ST"
3946,"Alexandr Zhirov","Russia","NULL","NULL","Anzhi Makhachkala","Sub",5,"01/25/2017",2021,71,"193 cm","88 kg","Left","01/24/1991",26,"CB"
3947,"Denis Zakaria","Switzerland","NULL","NULL","BSC Young Boys","Sub",28,"07/01/2015",2020,71,"191 cm","76 kg","Right","11/20/1996",20,"CM/CDM"
3948,"Alejandro Camargo","Argentina","NULL","NULL","Uni. Concepción","LCM",6,"06/01/2015",2023,71,"175 cm","68 kg","Right","06/12/1989",27,"CDM/CM"
3949,"Robert Herrera","Uruguay","NULL","NULL","Puebla","Sub",2,"06/03/2015",2023,71,"185 cm","83 kg","Right","03/01/1989",28,"CB"
3950,"Sakib Aytaç","Turkey","NULL","NULL","Antalyaspor","LB",23,"07/02/2014",2018,71,"187 cm","85 kg","Left","11/24/1991",25,"LB/CB"
3951,"Zeki Yildirim","Turkey","NULL","NULL","Antalyaspor","LDM",7,"08/17/2012",2018,71,"180 cm","75 kg","Right","01/15/1991",26,"CDM"
3952,"Dion Cools","Belgium","NULL","NULL","Club Brugge","Sub",21,"07/01/2015",2019,71,"184 cm","81 kg","Right","06/04/1996",20,"LB/RB"
3953,"Bruno Valdez","Paraguay","NULL","NULL","América","RWB",18,"06/14/2016",2020,71,"180 cm","79 kg","Right","10/06/1992",24,"CB/RB"
3954,"Robin Lod","Finland","RM",7,"Panathinaikos","CAM",17,"07/01/2015",2018,71,"180 cm","76 kg","Left","04/17/1993",23,"CAM/CF"
3955,"Almamy Touré","Mali","NULL","NULL","AS Monaco","Sub",38,"07/04/2013",2019,71,"183 cm","72 kg","Right","04/28/1996",20,"RB"
3956,"Lucas Tagliapietra","Brazil","NULL","NULL","Boavista","LCB",3,"07/21/2016",2018,71,"194 cm","90 kg","Right","11/05/1990",26,"CB"
3957,"André Franck Zambo Anguissa","Cameroon","NULL","NULL","Olym. Marseille","Sub",29,"07/31/2015",2018,71,"184 cm","75 kg","Right","11/16/1995",21,"CM/CDM"
3958,"Ignacio Malcorra","Argentina","NULL","NULL","Tijuana","LM",10,"07/01/2016",2023,71,"170 cm","70 kg","Left","07/24/1987",29,"LM/CM"
3959,"Nik Omladic","Slovenia","NULL","NULL","Braunschweig","Sub",12,"01/09/2015",2017,71,"180 cm","72 kg","Left","08/21/1989",27,"RM/CM"
3960,"Takumi Minamino","Japan","NULL","NULL","RB Salzburg","LS",18,"01/07/2015",2018,71,"174 cm","67 kg","Right","01/16/1995",22,"RM/LW"
3961,"Ricardo Valente","Portugal","NULL","NULL","Paços Ferreira","LW",91,"01/01/2015",2018,71,"181 cm","76 kg","Right","04/03/1991",25,"LW/ST"
3962,"Roger Assalé","Ivory Coast","NULL","NULL","BSC Young Boys","Sub",17,"11/06/2014",2019,71,"167 cm","65 kg","Left","11/13/1993",23,"LW/LM"
3963,"Jesús Gallardo","Mexico","Sub",17,"U.N.A.M.","LM",17,"01/01/2013",2023,71,"176 cm","68 kg","Left","08/15/1994",22,"LM"
3964,"Benjamin Verbic","Slovenia","LM",21,"FC København","Sub",7,"06/14/2015",2019,71,"179 cm","75 kg","Right","11/27/1993",23,"RM/LM"
3965,"Cecilio Domínguez","Paraguay","LS",6,"América","Sub",10,"01/15/2017",2020,71,"178 cm","74 kg","Right","08/11/1994",22,"RW/LW"
3966,"Marlos Moreno","Colombia","NULL","NULL","RC Deportivo","Sub",9,"08/06/2016",2021,71,"173 cm","67 kg","Right","09/20/1996",20,"LM/ST"
3967,"Leonardo Suárez","Argentina","NULL","NULL","Villarreal CF","Sub",49,"12/10/2014",2018,71,"167 cm","63 kg","Left","03/30/1996",21,"CAM"
3968,"Adama Traoré","Mali","NULL","NULL","Rio Ave","Res",23,"07/10/2015",2020,71,"180 cm","72 kg","Left","06/28/1995",21,"CM/CAM"
3969,"Rachid Aït Atmane","Algeria","NULL","NULL","CD Tenerife","Sub",8,"07/01/2013",2019,71,"189 cm","79 kg","Right","02/04/1993",24,"CDM/CM"
3970,"Mimoun Mahi","Netherlands","NULL","NULL","FC Groningen","RS",14,"08/22/2014",2019,71,"181 cm","69 kg","Right","03/13/1994",23,"CF/LW"
3971,"Mamadou Sylla","Senegal","NULL","NULL","KAS Eupen","ST",20,"07/19/2012",2019,71,"184 cm","71 kg","Right","03/20/1994",23,"ST"
3972,"Thabo Rakhale","South Africa","NULL","NULL","Orlando Pirates","RM",25,"07/01/2012",2018,71,"174 cm","61 kg","Right","03/20/1990",27,"RW/CAM"
3973,"Kevin Diks","Netherlands","NULL","NULL","Vitesse","RB",17,"07/06/2016",2021,71,"183 cm","73 kg","Right","10/06/1996",20,"RB"
3974,"Gian Marco Ferrari","Italy","NULL","NULL","Crotone","LCB",13,"09/04/2015",2017,71,"189 cm","82 kg","Left","05/15/1992",24,"CB"
3975,"Arnaud Lusamba","France","NULL","NULL","OGC Nice","Sub",8,"07/19/2016",2021,71,"179 cm","67 kg","Right","01/04/1997",20,"CAM/RM"
3976,"Rafael Defendi","Brazil","NULL","NULL","Paços Ferreira","GK",1,"06/30/2014",2017,71,"191 cm","88 kg","Right","12/22/1983",33,"GK"
3977,"Andrézinho","Portugal","NULL","NULL","Paços Ferreira","Sub",20,"06/30/2014",2019,71,"174 cm","62 kg","Right","08/06/1995",21,"CAM/CM"
3978,"Philipe Sampaio","Brazil","NULL","NULL","Boavista","RCB",94,"07/23/2014",2017,71,"191 cm","89 kg","Right","11/11/1994",22,"CB"
3979,"Ramy Bensebaini","Algeria","NULL","NULL","Stade Rennais","Sub",15,"07/13/2016",2020,71,"186 cm","75 kg","Left","04/16/1995",21,"LB/CDM"
3980,"Carlos Henao","Colombia","NULL","NULL","Ind. Santa Fe","LCB",29,"12/28/2016",2023,71,"187 cm","85 kg","Left","12/03/1988",28,"CB"
3981,"Erick Aguirre","Mexico","NULL","NULL","Pachuca","Sub",26,"06/09/2016",2023,71,"170 cm","63 kg","Right","02/23/1997",20,"RB/CM"
3982,"Luís Aurélio","Portugal","NULL","NULL","F. Santa Maria","RM",30,"07/01/2016",2017,71,"179 cm","70 kg","Right","08/17/1988",28,"RW/CM"
3983,"Agustín Farías","Argentina","NULL","NULL","CD Palestino","RDM",5,"01/05/2015",2023,71,"179 cm","70 kg","Right","12/25/1987",29,"CDM/CM"
3984,"Juan Muñoz","Spain","NULL","NULL","Levante UD","Sub",14,"08/30/2015",2019,71,"182 cm","76 kg","Right","11/12/1995",21,"ST/CAM"
