"id","name","weak_foot","skill_moves","ball_control","dribbling","marking","sliding_tackle","standing_tackle","aggression","reactions","att_positions","interceptions","crossing","short_pass","long_pass","shot_power","finishing","long_shots","curve","freekick_accuracy","volleys"
4359,"Yoann Andreu",3,2,71,66,71,71,73,68,67,53,68,72,66,59,34,19,28,43,29,25
4360,"Franco Zuculini",3,3,73,68,60,64,68,68,68,60,68,62,74,74,71,52,58,57,60,51
4361,"Janusz Gol",4,3,68,70,63,69,67,71,71,68,70,60,72,69,66,63,51,55,63,49
4362,"André Hansen",2,1,24,21,11,14,15,32,69,16,23,13,39,41,17,12,13,10,19,12
4363,"Teemu Pukki",3,3,71,71,15,16,21,53,69,73,27,43,69,35,69,75,64,53,40,63
4364,"Mert Günok",2,1,25,15,13,12,13,35,70,15,25,15,27,28,24,15,15,16,16,16
4365,"Robert Gucher",2,3,69,65,31,40,66,61,68,64,78,41,73,70,69,53,74,53,67,44
4366,"Gennaro Scognamiglio",2,2,41,16,78,68,72,73,61,61,63,39,36,41,57,18,45,22,21,27
4367,"Georg Niedermeier",2,2,43,29,72,74,75,87,70,39,57,37,48,44,57,30,16,41,32,29
4368,"Lorenzo Del Prete",3,2,58,53,63,69,67,71,70,47,64,68,63,45,58,48,52,58,58,59
4369,"Migjen Basha",3,2,75,65,60,70,70,77,73,64,71,66,72,71,74,49,69,66,64,60
4370,"Aleksandar Prijovic",3,4,73,72,32,29,33,63,64,73,31,45,61,55,67,74,63,52,43,53
4371,"Guido Marilungo",3,3,79,76,19,19,23,73,70,73,25,69,70,52,69,69,58,70,61,69
4372,"Reza Ghoochannejhad",3,3,74,70,34,28,36,46,72,71,33,64,61,53,66,74,65,58,54,68
4373,"Ruslan Kambolov",4,2,63,61,71,74,71,70,69,47,72,61,70,72,76,51,74,72,58,51
4374,"Guarrotxena",3,2,70,69,55,48,60,72,61,66,53,75,66,62,81,68,66,68,66,56
4375,"Bartosz Salamon",3,2,68,57,73,68,72,63,66,30,70,38,66,71,71,35,54,45,59,24
4376,"Maikon Leite",2,4,71,76,27,41,39,59,68,69,22,62,63,50,74,67,65,66,62,63
4377,"Mirko Boland",4,3,71,71,60,68,65,72,69,67,69,73,73,69,72,66,71,74,69,58
4378,"Fausto Rossi",3,3,73,65,70,55,70,71,71,60,71,60,76,73,61,51,69,65,70,59
4379,"Nathan Baker",2,2,39,26,72,74,73,86,67,23,71,44,41,40,61,30,19,41,20,30
4380,"Mattias Johansson",3,3,72,74,64,71,71,65,68,68,67,58,64,58,68,45,29,59,22,23
4381,"Thiago Cionek",3,2,56,46,72,72,73,68,62,30,71,35,46,52,31,22,26,31,25,34
4382,"Francesco Caputo",3,3,69,63,15,11,13,50,69,69,14,33,59,31,69,72,58,52,41,73
4383,"Ahmed Kashi",3,2,65,47,71,69,72,79,71,42,72,48,68,61,44,22,59,54,63,33
4384,"Mustafa Pektemek",3,3,72,72,39,49,59,74,68,72,55,67,65,63,68,71,67,69,61,66
4385,"Declan Rudd",3,1,23,20,13,14,13,24,64,13,22,15,36,36,12,12,19,15,13,14
4386,"Mehdi Abeid",3,3,74,71,62,60,66,75,65,65,65,56,75,73,75,67,70,68,65,60
4387,"Mirco Antenucci",4,3,74,71,26,32,36,54,72,75,30,59,68,50,71,72,59,74,66,71
4388,"Alan Baró",3,2,42,35,69,67,81,76,60,43,68,51,53,58,75,34,56,40,57,34
4389,"Aziz Bouhaddouz",4,3,63,63,13,14,13,78,69,72,33,49,63,32,73,74,66,57,55,73
4390,"Tommy Oar",4,3,71,77,30,34,31,28,70,65,41,79,67,57,73,53,63,82,70,63
4391,"Bakary Saré",3,2,64,62,72,71,73,90,73,54,74,47,65,58,72,62,58,34,35,48
4392,"Paulo Garcés",3,1,22,9,16,12,9,35,66,14,21,8,16,19,12,9,16,10,8,9
4393,"Zaur Sadaev",3,3,74,73,23,23,24,87,66,70,44,39,75,60,75,72,65,42,42,46
4394,"Jakob Jantscher",4,3,70,74,33,25,31,72,63,64,35,77,72,70,71,69,70,78,68,67
4395,"Enrique Pérez",3,2,67,61,69,70,70,66,67,61,68,69,65,66,61,44,48,56,32,46
4396,"Sean Morrison",2,2,53,43,67,71,71,80,57,25,67,30,57,47,52,22,18,20,27,20
4397,"Niall McGinn",4,3,73,72,12,15,13,53,66,68,48,67,63,53,67,67,61,71,73,61
4398,"Montoro",3,3,75,64,60,69,70,64,55,61,71,50,74,77,72,54,74,50,55,67
4399,"Roger Espinoza",5,3,69,71,69,70,68,86,73,65,70,60,69,69,81,62,69,67,58,59
4400,"Andy King",3,2,73,69,62,63,68,51,71,72,63,61,73,69,72,70,72,64,59,69
4401,"Matías Rodríguez",3,4,72,68,69,72,67,75,67,72,64,71,62,62,71,59,62,51,53,49
4402,"Fernando Navarro",2,2,68,66,65,72,72,61,62,65,69,68,65,63,68,45,67,60,57,39
4403,"Dušan Veškovac",3,2,57,57,74,70,72,85,61,49,68,43,59,56,61,36,44,38,43,36
4404,"László Köteles",2,1,22,18,15,15,15,34,68,13,16,14,19,24,24,12,14,19,15,12
4405,"Gilles Sunu",3,3,73,73,29,22,27,60,65,71,36,71,71,63,74,70,65,62,57,62
4406,"Dušan Kuciak",2,1,24,11,11,11,11,34,68,13,17,11,21,14,22,11,11,11,11,11
4407,"Massimo Coda",3,2,70,64,17,16,17,48,69,73,26,39,65,39,70,77,70,55,60,60
4408,"Elderson Echiéjilé",3,2,66,64,72,72,74,80,68,59,69,59,64,57,80,49,66,59,50,49
4409,"Nílton",3,2,68,64,68,68,70,87,68,61,70,69,70,68,81,69,76,68,72,61
4410,"Arnold Bouka Moutou",2,2,72,67,73,73,68,72,67,58,68,69,69,58,16,18,22,45,53,17
4411,"Mano",4,2,67,69,65,70,69,70,72,61,71,67,66,55,66,41,45,42,46,48
4412,"Denis Petric",3,1,21,14,12,12,13,19,69,12,13,11,18,13,25,12,14,10,12,16
4413,"Eduardo Herrera",3,2,67,60,26,24,34,72,69,68,43,51,74,51,76,73,62,60,51,65
4414,"Luis Montes",3,3,70,70,55,45,43,70,68,66,55,74,74,73,74,67,77,76,75,73
4415,"Tomasz Kupisz",3,3,74,75,36,57,48,55,67,64,25,70,70,60,70,36,65,70,59,56
4416,"Eric Lichaj",3,2,63,69,78,76,68,87,69,48,67,60,65,50,58,40,42,48,31,34
4417,"Alex Smithies",2,1,23,14,15,17,12,37,65,17,24,14,12,15,46,11,13,11,11,13
4418,"John Bostock",3,3,73,68,39,59,62,72,66,70,62,62,74,71,75,71,70,64,71,66
4419,"Riccardo Maniero",3,3,70,59,11,13,18,52,68,75,20,40,60,50,70,73,62,62,32,62
4420,"Giuseppe Bellusci",2,2,60,56,70,70,74,84,68,36,74,38,60,60,66,40,36,48,60,26
4421,"Brayan Angulo",3,2,67,66,69,71,70,66,68,45,68,69,60,63,70,51,59,61,46,25
4422,"Stefano Celozzi",3,3,69,66,70,71,71,66,70,57,68,71,67,65,56,46,23,65,63,41
4423,"Aarón Ñíguez",4,3,74,73,40,48,45,55,66,71,45,69,66,57,74,64,67,70,68,59
4424,"Ryan Bennett",2,2,46,25,73,71,73,80,59,20,66,21,59,64,26,24,20,22,25,13
4425,"Dirk Marcellis",3,2,51,42,69,71,74,73,65,51,79,55,60,53,59,20,25,49,24,26
4426,"Vagner",2,1,26,12,11,17,11,42,65,9,19,14,36,34,28,13,13,18,17,10
4427,"Sascha Mölders",3,2,66,65,20,19,24,81,72,73,29,56,62,46,75,70,57,70,52,64
4428,"Emanuele Terranova",3,2,48,43,71,70,72,70,62,22,67,30,54,53,66,21,14,59,22,15
4429,"Joshua John",5,4,71,73,24,30,27,59,68,65,26,72,67,53,65,65,63,65,45,63
4430,"Prince Oniangué",2,2,69,65,67,65,70,70,73,66,73,48,72,66,79,71,77,67,70,60
4431,"Mario Bolatti",3,2,72,61,69,62,67,80,73,67,72,68,72,67,79,64,73,59,61,55
4432,"Adlène Guédioura",4,3,72,68,60,66,67,81,65,59,64,62,74,72,84,63,75,36,56,64
4433,"Nicolò Cherubin",2,2,46,42,72,72,73,74,68,20,73,28,48,52,25,18,18,20,15,16
4434,"Jo Inge Berget",3,2,68,68,41,42,44,62,68,72,46,62,67,58,80,70,66,57,64,65
4435,"Jérémy Taravel",4,2,64,48,72,67,72,74,62,43,70,63,65,61,72,37,33,38,57,35
4436,"Kazenga LuaLua",4,4,71,74,19,43,40,70,67,65,28,67,65,57,83,65,76,63,68,67
4437,"Thuso Phala",3,3,68,72,29,31,36,72,61,62,46,66,66,67,61,71,68,57,60,59
4438,"Mark Beevers",2,2,60,36,65,68,71,71,62,26,73,31,54,51,53,36,27,21,57,38
4439,"Gaetano Berardi",2,2,61,62,72,66,73,89,72,56,70,69,62,59,65,26,55,54,42,36
4440,"Egidio Arévalo Ríos",4,2,66,60,70,68,70,82,69,61,82,60,65,65,63,51,55,61,56,59
4441,"Tim Matavž",4,2,68,68,23,40,32,56,70,76,20,43,55,36,72,75,66,67,55,68
4442,"Léo Silva",3,2,69,73,63,66,69,76,65,52,70,60,74,71,73,62,69,54,56,51
4443,"Adam Hloušek",2,3,67,66,67,69,70,78,68,65,66,68,69,66,68,54,57,65,60,58
4444,"Hajime Hosogai",4,2,71,71,68,70,70,74,72,29,73,56,69,68,42,40,39,62,50,44
4445,"David McGoldrick",4,4,75,76,30,19,27,57,69,69,25,62,69,68,71,71,72,70,72,66
4446,"Václav Procházka",4,2,68,58,72,76,73,60,57,62,73,60,65,63,75,56,66,51,61,61
4447,"Dame NDoye",3,3,68,70,35,19,38,72,67,71,40,56,61,38,81,66,69,69,70,68
4448,"Rodolfo Salinas",4,3,70,72,66,67,68,75,67,67,62,63,74,71,74,64,72,67,48,70
4449,"David Cabrera",3,2,71,65,60,60,60,68,66,61,72,67,74,70,75,50,69,70,68,47
4450,"Leandro Grimi",3,2,65,63,74,74,73,80,67,61,67,75,63,60,70,56,70,34,48,49
4451,"Anthony Pilkington",4,3,72,71,17,18,22,64,70,71,49,76,65,65,75,70,74,72,74,70
4452,"Radoslaw Majewski",5,3,71,71,58,59,58,42,64,67,38,67,75,68,73,65,71,72,67,69
4453,"Xavi Torres",3,2,66,58,64,59,71,73,73,57,76,61,72,69,80,49,59,56,65,57
4454,"Rouwen Hennings",3,3,66,65,30,34,33,64,71,73,33,59,61,56,76,74,67,64,66,67
4455,"Thomas Phibel",3,2,51,49,65,66,71,85,56,33,69,35,55,53,52,26,54,34,38,37
4456,"Oleksandr Rybka",2,2,31,21,18,22,24,61,47,13,29,42,25,12,14,12,14,24,21,14
4457,"Charlie Mulgrew",4,2,69,66,72,70,73,68,62,53,67,77,70,70,79,42,73,81,73,60
4458,"Chris Kum",4,2,54,60,65,76,67,88,64,35,80,58,56,69,72,32,43,34,32,32
4459,"Habib Habibou",3,3,67,70,13,24,33,67,70,71,28,62,63,49,76,70,69,47,52,69
4460,"Aleandro Rosi",3,3,68,68,62,70,68,72,70,62,65,73,66,66,72,48,65,65,54,42
4461,"André Leão",3,2,66,58,65,66,75,75,66,47,73,54,71,64,64,53,59,56,52,51
4462,"Alain Traoré",3,3,76,74,50,54,61,46,70,69,53,69,74,73,87,67,79,79,75,68
4463,"Ismail Konuk",2,2,59,55,69,70,67,76,65,28,75,39,69,64,47,30,43,33,41,15
4464,"Cenk Gönen",1,1,16,13,12,15,14,35,61,12,19,12,30,24,18,18,12,12,14,15
4465,"Stefano Guberti",3,3,75,71,39,43,44,51,71,69,41,73,69,67,75,61,72,78,77,73
4466,"José Guerrero",3,2,70,69,67,68,67,76,68,39,71,64,70,71,62,42,53,73,45,44
4467,"Kévin Constant",3,3,76,78,60,72,72,78,68,68,64,72,72,70,75,50,67,72,68,59
4468,"Daniele Capelli",3,2,52,36,73,72,72,65,55,29,72,45,57,57,68,20,32,31,35,18
4469,"Moreno Costanzo",3,3,74,66,38,44,65,57,70,81,63,60,64,59,75,62,76,74,71,61
4470,"Nicolás Bertolo",3,4,75,77,25,28,28,62,69,65,59,65,70,67,69,63,63,73,56,60
4471,"Julio César Domínguez",2,2,61,60,66,70,70,71,67,48,70,58,65,57,61,29,50,45,47,38
4472,"Lukas Jutkiewicz",4,3,71,67,42,24,27,61,67,71,33,51,58,49,72,68,60,53,52,60
4473,"Mattias Bjärsmyr",2,2,53,37,76,70,72,78,68,33,72,40,50,53,47,28,34,40,37,34
4474,"Per Karlsson",2,2,49,36,72,79,74,67,68,35,73,32,50,46,51,35,30,33,28,32
4475,"Jahmir Hyka",3,3,71,79,22,31,39,55,65,63,46,68,62,56,59,63,59,63,58,61
4476,"Nano",3,3,71,68,66,61,74,72,67,63,67,80,69,75,82,48,65,71,77,56
4477,"Daniel Halfar",2,3,72,74,19,27,38,56,72,63,37,68,72,65,60,53,59,72,69,65
4478,"Jan Rosenthal",3,3,72,73,31,35,34,57,75,75,37,68,72,67,71,67,68,73,53,72
4479,"Christian Bolaños",4,4,72,72,31,22,30,70,68,67,34,71,68,59,71,63,68,72,69,66
4480,"Khalifa Sankaré",3,2,50,42,66,67,77,76,54,25,67,29,56,51,66,22,29,36,29,42
4481,"Walter Ayoví",4,3,73,72,63,69,73,68,68,65,69,77,75,76,77,49,75,72,71,48
4482,"Victor Bernárdez",3,2,63,60,68,65,72,85,65,57,66,53,58,63,86,39,59,42,70,49
4483,"Chris Gunter",4,2,65,59,70,69,70,67,72,63,67,62,64,62,48,45,43,61,23,56
4484,"Christoph Leitgeb",4,3,79,76,63,55,60,58,65,60,71,62,72,70,65,47,59,72,67,60
4485,"Fabio Ceravolo",3,3,75,72,12,16,18,53,69,69,25,60,65,50,61,69,64,66,60,68
4486,"Daniele Dessena",3,3,70,70,60,76,76,82,68,68,74,66,66,69,73,55,78,66,64,66
4487,"Stylianos Malezas",3,2,58,44,74,73,73,70,67,24,73,37,58,56,50,26,31,34,30,35
4488,"Tomasz Jodlowiec",3,2,65,64,64,65,75,83,62,56,72,61,69,68,71,34,63,56,43,48
4489,"Matías Cahais",3,2,51,50,74,71,74,69,63,31,71,48,64,54,64,34,53,47,41,46
4490,"Brian Hamalainen",3,2,70,67,71,67,71,67,70,44,66,72,66,67,72,26,57,69,74,62
4491,"Pierre Kanstrup",3,2,63,55,65,71,69,71,69,51,70,53,63,62,69,37,34,48,58,43
4492,"Souleymane Bamba",3,2,54,54,66,69,72,75,60,24,73,27,57,53,47,27,15,34,16,16
4493,"Réginal Goreux",4,3,68,67,70,72,71,74,69,66,69,67,67,64,75,54,71,69,67,67
4494,"David Fernández",5,2,61,41,70,71,74,58,63,39,77,50,64,66,72,34,46,56,38,41
4495,"Joona Toivio",3,2,61,48,71,67,70,76,62,36,68,55,58,60,86,46,57,72,76,35
4496,"Gertjan De Mets",3,2,68,60,66,68,70,72,69,60,74,72,71,72,74,49,69,71,65,59
4497,"Michael Mancienne",3,2,67,55,70,69,72,70,67,35,70,45,63,65,65,27,22,32,25,40
4498,"Linares",4,3,69,61,20,21,36,82,74,77,41,45,62,42,70,75,67,57,42,60
4499,"Rafa López",4,2,56,48,73,69,72,77,63,38,77,53,67,66,52,40,47,44,46,54
4500,"Carlos Esquivel",3,3,68,70,20,33,34,47,67,70,29,69,69,63,74,64,68,62,62,60
4501,"Javi Moyano",3,3,63,58,66,71,68,58,64,56,72,63,62,49,63,33,51,62,53,40
4502,"Jordi Gómez",3,3,73,73,58,46,58,59,59,68,48,69,75,74,76,67,73,68,80,65
4503,"Sastre",4,2,68,59,52,61,70,78,67,59,69,64,76,77,60,53,64,76,74,43
4504,"Antonio Balzano",3,2,62,65,73,75,76,74,66,58,69,65,64,60,66,30,58,59,24,50
4505,"David Cotterill",3,3,69,69,17,25,32,47,67,64,30,76,68,72,70,65,72,80,70,58
4506,"Ryan Shotton",3,2,66,58,73,69,72,68,71,52,66,62,66,64,65,50,44,31,37,38
4507,"Roy Beerens",5,4,75,75,18,23,24,47,70,67,21,66,71,59,58,64,64,71,62,68
4508,"Hugo Ventura",2,1,21,12,11,17,17,35,75,14,23,13,31,33,21,13,16,11,13,16
4509,"Carlos Luna",3,3,68,65,15,16,17,80,69,69,45,68,76,66,76,72,65,62,66,59
4510,"Kieran Lee",3,3,72,67,66,64,70,58,67,69,64,67,75,70,53,65,43,63,27,52
4511,"Fraizer Campbell",3,3,69,71,32,28,35,68,69,72,22,64,63,41,70,73,62,43,58,66
4512,"Michael Madl",3,2,61,53,70,69,68,77,62,25,71,51,65,66,68,40,69,68,70,38
4513,"Jordens Peters",3,2,71,45,69,71,71,68,65,53,77,61,70,69,37,29,43,28,34,44
4514,"Ikechi Anya",3,2,68,73,63,60,66,50,69,72,63,67,69,60,77,60,51,50,36,46
4515,"Jonathan Martins Pereira",2,4,70,69,70,78,73,77,60,68,68,73,71,67,55,39,62,57,44,48
4516,"Mouhamadou Dabo",3,2,68,65,73,73,69,78,71,62,72,61,67,63,66,39,59,53,47,52
4517,"Henok Goitom",2,3,73,63,46,20,34,64,74,78,49,54,64,53,71,69,57,63,54,74
4518,"Magnus Troest",3,2,52,35,70,66,72,70,69,12,68,26,59,55,51,16,30,12,11,22
4519,"Efraín Juárez",3,2,70,64,68,67,68,68,67,69,68,70,70,67,64,48,55,70,51,41
4520,"Steffen Hagen",3,2,60,31,72,71,72,61,71,34,74,40,60,64,45,31,40,30,23,16
4521,"Viktor Fayzulin",4,3,75,72,63,68,65,67,71,66,73,69,78,76,68,62,70,73,47,47
4522,"Kyle Lafferty",4,2,67,67,33,35,31,80,73,67,14,55,65,42,75,68,64,54,72,74
4523,"Park Chu Young",3,3,72,71,21,44,34,55,67,71,34,58,70,67,71,71,69,75,74,67
4524,"Darío Bottinelli",3,3,79,67,25,22,30,54,59,65,58,72,74,65,79,57,78,75,80,58
4525,"Sekou Cissé",4,3,66,72,40,23,39,58,72,76,24,72,69,59,74,68,67,67,49,65
4526,"Joel Lynch",2,2,63,59,67,69,70,67,62,36,67,53,60,60,65,33,61,32,35,54
4527,"Drew Moor",4,2,64,54,69,67,67,66,70,39,69,58,69,72,50,36,38,42,37,38
4528,"Johan Dahlin",3,1,24,11,12,10,11,44,69,13,22,9,24,32,16,10,19,14,13,13
4529,"Pita",3,3,73,58,65,63,68,65,75,69,66,75,77,73,79,59,65,81,69,44
4530,"Nauzet",2,1,22,16,19,14,13,19,69,17,18,14,21,20,12,17,17,17,13,19
4531,"Alexis Thébaux",3,1,13,12,13,12,14,33,81,15,25,13,11,12,13,11,14,13,12,13
4532,"Grant Leadbitter",3,2,73,59,68,65,68,73,66,64,65,72,74,70,75,62,70,59,68,55
4533,"Andrea Lazzari",4,3,73,71,51,52,58,66,72,70,66,74,76,75,80,52,71,80,76,68
4534,"James Vaughan",3,3,66,65,29,34,45,83,69,73,46,55,61,44,70,71,65,57,48,66
4535,"Jordan Remacle",4,3,71,73,25,29,30,54,68,67,28,73,66,65,66,63,70,70,71,64
4536,"Miloš Krasic",3,3,75,76,58,55,60,56,68,69,59,67,74,70,70,66,63,71,65,67
4537,"Paul Gallagher",3,3,72,65,23,45,60,53,63,65,49,78,76,77,79,62,74,73,75,63
4538,"Andy Keogh",4,3,68,67,27,34,39,59,72,71,32,59,61,53,71,74,60,70,59,65
4539,"Emanuel Villa",3,2,65,62,36,37,30,66,75,78,45,61,64,56,71,74,62,65,62,66
4540,"Liam Ridgewell",2,2,62,54,75,69,68,71,59,53,65,53,68,74,52,49,32,31,32,31
4541,"Peter Whittingham",3,3,75,64,51,56,63,51,72,64,54,79,74,74,74,65,73,79,81,77
4542,"Davide Biondini",3,2,71,64,60,62,68,78,70,60,70,64,74,72,73,48,72,42,65,59
4543,"Víctor Casadesús",4,3,72,64,30,28,36,77,70,75,34,64,74,63,76,66,64,65,63,72
4544,"José Rivas",3,2,51,41,70,72,71,75,61,45,67,51,63,54,66,40,49,38,50,42
4545,"François Clerc",3,2,68,64,70,70,71,70,68,56,74,74,70,63,57,43,60,66,52,59
4546,"Ólafur Ingi Skúlason",4,2,67,58,66,65,70,80,71,65,69,58,68,67,70,48,66,46,57,59
4547,"Vasyl Kobin",3,2,64,58,71,69,71,62,71,58,72,72,53,48,42,33,56,42,36,59
4548,"Avimiled Rivas",3,2,72,67,74,62,71,74,72,49,57,65,71,75,67,55,64,45,65,58
4549,"Eugene Galekovic",2,1,24,21,17,15,20,31,76,15,25,14,32,34,18,15,15,14,12,15
4550,"Clayton Donaldson",3,3,67,65,19,16,31,74,72,73,27,56,61,47,68,73,56,41,29,63
4551,"Nereo Fernández",3,1,15,19,13,13,15,36,61,12,28,20,15,22,23,22,10,15,19,22
4552,"Christian Puggioni",2,1,20,20,15,12,14,29,64,11,20,14,35,23,19,18,15,13,25,15
4553,"Braulio Leal",3,3,71,69,72,70,71,64,68,52,71,71,73,73,73,61,71,60,69,65
4554,"Craig Bryson",3,3,70,66,67,60,61,67,70,70,70,55,71,68,72,65,68,67,63,60
4555,"Lukasz Szukala",3,2,55,39,72,70,72,75,62,31,66,41,64,60,64,28,28,34,40,28
4556,"Willem Janssen",4,2,71,68,67,64,65,75,70,72,75,69,73,72,74,62,67,54,44,68
4557,"David Edwards",3,3,68,65,53,61,62,63,78,79,67,67,69,66,63,69,53,60,53,60
4558,"Thomas Kessler",3,1,21,14,13,15,14,39,68,15,25,14,23,33,21,13,14,15,14,11
4559,"Joël Sami",3,2,56,43,69,68,71,73,63,16,68,57,63,68,55,37,46,42,51,34
4560,"José De la Cuesta",3,2,51,49,73,69,71,69,73,46,69,45,63,61,63,33,49,48,47,53
4561,"Christoph Janker",3,2,61,42,73,72,74,73,68,32,62,45,60,41,62,22,30,32,40,39
4562,"Juan Carlos Medina",4,2,69,65,71,70,71,76,67,69,67,66,71,76,70,63,70,70,68,56
4563,"Damián Álvarez",4,3,80,80,38,41,41,80,68,60,42,74,68,57,69,61,65,72,59,56
4564,"Jakub Rzezniczak",3,2,50,54,66,70,72,80,53,52,70,64,58,60,63,46,52,39,27,61
4565,"Carlitos",4,4,76,73,28,38,34,54,63,65,55,75,75,68,72,66,74,74,70,73
4566,"Lukasz Tralka",2,2,61,58,67,65,71,77,59,65,73,58,69,70,59,57,56,61,60,54
4567,"Víctor Figueroa",3,4,73,71,37,38,49,74,72,64,58,65,71,75,73,65,70,75,70,64
4568,"Gustavo Colman",3,3,73,70,49,53,48,58,74,70,59,74,78,74,72,56,69,75,60,57
4569,"Daniel Montenegro",4,4,74,73,25,37,29,60,64,65,45,68,74,77,74,63,73,74,75,68
4570,"Mike Williamson",3,2,59,35,72,71,73,72,67,31,69,51,61,61,52,33,24,40,43,35
4571,"Liam Rosenior",3,3,67,69,70,76,71,71,62,60,70,61,63,53,69,50,42,65,35,54
4572,"Dimitrios Konstantopoulos",3,1,23,10,16,18,14,12,66,10,15,10,34,12,22,10,12,10,11,19
4573,"Marco Caligiuri",3,2,66,62,70,69,72,72,69,57,71,64,71,69,68,50,55,56,48,53
4574,"Daniele Corvia",4,3,70,64,17,23,33,66,70,69,22,51,59,39,74,71,56,52,26,66
4575,"Ali Al-Habsi",2,1,17,14,11,11,11,40,73,13,22,16,36,25,22,18,12,13,11,18
4576,"Davy De fauw",4,2,68,59,73,70,71,68,66,39,75,76,71,72,73,39,70,64,72,29
4577,"Slawomir Peszko",4,3,70,72,38,39,43,86,68,68,42,70,70,66,70,65,68,68,62,65
4578,"Pawel Kieszek",2,1,15,14,14,13,11,38,75,14,23,14,31,39,20,20,9,16,12,12
4579,"Ivica Olic",4,3,68,66,21,34,26,83,73,72,55,49,63,55,80,69,73,62,63,75
4580,"Igor Lebedenko",3,3,71,69,38,39,43,75,75,72,46,64,72,60,69,73,70,66,61,67
4581,"Roman Pavlyuchenko",4,2,71,61,21,32,33,53,69,73,13,66,72,65,75,71,75,71,73,73
4582,"Juan Rodriguez",3,2,72,62,62,59,73,80,70,67,70,58,77,67,80,59,64,58,59,47
4583,"Rubén",3,1,20,15,11,12,13,36,67,14,22,12,31,32,31,14,32,11,48,11
4584,"Ikechukwu Uche",3,4,69,67,26,31,20,51,65,70,34,60,60,51,80,67,63,49,43,77
4585,"Razvan Rat",3,2,59,59,67,75,80,58,64,59,69,80,67,75,62,49,59,71,80,56
4586,"Emiliano Papa",2,3,66,66,66,65,63,72,70,63,70,70,66,65,60,35,51,69,60,41
4587,"Jonás Gutiérrez",3,3,76,77,72,59,65,55,75,67,68,71,75,70,80,63,71,67,68,58
4588,"Facundo Erpen",3,2,63,46,70,69,70,80,65,23,68,53,62,57,70,48,60,39,49,47
4589,"Patricio Toranzo",3,3,75,73,59,58,55,64,68,64,64,72,74,73,68,59,69,70,73,62
4590,"Israel Damonte",3,2,72,70,69,67,69,78,67,64,70,67,74,72,62,56,57,55,61,52
4591,"Alexandros Tziolis",2,2,70,55,65,64,70,73,69,61,71,60,72,71,74,55,73,62,59,56
4592,"Sammy Bossut",3,1,32,11,18,13,14,16,69,16,17,12,36,38,40,13,16,11,15,11
4593,"Ross Wallace",3,3,70,68,41,45,46,76,69,66,58,74,67,66,73,60,67,72,74,54
4594,"Óscar Pérez",3,1,23,12,11,11,12,26,72,12,12,19,26,27,24,14,18,12,20,13
4595,"Alessandro Cordaro",4,3,72,75,15,25,40,55,69,68,44,67,66,65,68,64,63,58,56,62
4596,"Carlos Salcido",3,2,68,62,69,69,70,81,69,60,69,70,70,68,72,45,69,54,62,50
4597,"Billy Jones",3,2,67,70,69,76,77,68,70,44,75,54,68,66,59,53,60,58,59,45
4598,"Issa Cissokho",4,3,71,69,66,71,69,70,68,66,69,75,65,69,77,39,69,68,67,50
4599,"Hassan Yebda",3,2,69,67,56,69,74,86,71,60,70,59,74,70,83,47,68,48,59,56
4600,"Amaya",3,2,46,37,73,52,76,80,63,38,71,38,63,58,57,26,24,27,23,22
4601,"Franck Signorino",2,2,67,55,78,76,77,84,74,40,77,69,72,64,66,34,45,68,46,48
4602,"Jordan Lotiès",3,2,48,39,70,68,77,74,60,30,73,37,62,59,74,38,61,49,59,39
4603,"Christophe Lepoint",3,2,67,61,66,64,71,82,71,78,71,53,70,65,72,66,65,40,58,63
4604,"Kim Do Heon",5,3,70,63,65,58,68,60,68,71,64,71,75,75,71,66,70,72,68,61
4605,"Rodolfo",3,2,63,44,68,71,72,70,69,53,67,64,46,63,84,55,68,45,63,52
4606,"Niki Zimling",3,2,72,68,68,69,71,84,72,66,73,64,72,70,78,60,72,57,67,49
4607,"Jesper Hansen",3,1,23,12,15,15,14,31,69,12,27,18,36,46,12,13,13,16,12,11
4608,"Sabri Sarioglu",2,2,74,74,67,67,65,88,67,64,72,78,69,68,84,44,63,58,47,57
4609,"Ali Turan",3,2,59,58,74,67,70,74,68,44,75,57,65,63,62,22,44,28,42,21
4610,"Sulley Muntari",2,2,75,71,65,70,72,91,63,67,78,60,75,68,83,59,80,69,61,73
4611,"Marco Donadel",3,2,72,65,65,66,66,84,72,50,67,70,72,75,78,45,74,76,64,66
4612,"Elyasa Süme",2,2,62,51,71,69,72,76,68,50,71,58,65,57,66,41,38,22,35,41
4613,"Youssouf Hadji",3,3,70,64,21,23,31,62,69,79,33,66,71,66,70,71,67,55,68,67
4614,"Clément Maury",3,1,22,12,14,14,10,12,55,10,17,13,21,30,24,12,10,16,17,21
4615,"Alexander Madlung",2,2,52,38,69,62,71,78,68,30,65,44,57,62,78,47,42,23,55,39
4616,"Daniel Sjölund",2,2,70,62,52,54,49,86,76,63,77,61,71,72,69,54,67,66,64,59
4617,"Heiko Westermann",4,2,55,46,69,63,73,70,64,50,70,58,60,69,71,47,52,48,39,62
4618,"Johan Cavalli",4,3,74,69,52,41,49,81,63,65,43,71,73,69,66,62,65,59,67,64
4619,"Darren Bent",3,3,68,62,21,20,19,43,66,75,23,54,57,31,76,73,65,68,58,71
4620,"Jakob Poulsen",4,2,70,67,44,46,57,73,67,65,64,66,73,72,73,63,72,70,73,63
