"id","name","penalty"
2886,"Željko Brkic",16
2887,"Borja García",62
2888,"Daniel Ayala",37
2889,"Knowledge Musona",73
2890,"Christoph Moritz",58
2891,"Lasse Sobiech",71
2892,"Pelé",75
2893,"Necip Uysal",60
2894,"Jack Colback",59
2895,"Conor Hourihane",64
2896,"Dario Dumic",31
2897,"Tom Lees",42
2898,"Beram Kayal",58
2899,"Idrissa Sylla",63
2900,"Jonathan Estrada",71
2901,"Joel Obi",59
2902,"Vid Belec",23
2903,"Adama Traoré",53
2904,"Christian Santos",80
2905,"Vincent Le Goff",43
2906,"Yeni Ngbakoto",66
2907,"Giorgi Loria",26
2908,"Juanpe",37
2909,"Kike",70
2910,"Mato Jajalo",69
2911,"Milton Caraglio",75
2912,"Artjoms Rudnevs",74
2913,"Johnathan",58
2914,"Bruno César",68
2915,"Paulinho",65
2916,"Kristoffer Nordfeldt",13
2917,"Niklas Hult",50
2918,"Néstor Araujo",45
2919,"Yun Suk Young",54
2920,"Kim Shin Wook",75
2921,"Kim Seung Gyu",12
2922,"Shinzo Koroki",71
2923,"Osama Hawsawi",68
2924,"Ivan Obradovic",50
2925,"Juan Mercier",63
2926,"Jóhann Berg Gudmundsson",57
2927,"Felix Kroos",60
2928,"Kian Hansen",33
2929,"Matt Besler",52
2930,"Ortuño",70
2931,"Mike Frantz",57
2932,"Daniel Villalva",63
2933,"Darwin Quintero",59
2934,"Osvaldo Martínez",79
2935,"Edgar Benítez",66
2936,"Nicola Rigoni",51
2937,"Eyong Enoh",56
2938,"Javi Castellano",44
2939,"Vincent Manceau",54
2940,"Gianluca Sansone",77
2941,"Ezequiel Luna",33
2942,"Quique",71
2943,"Moestafa El Kabir",68
2944,"Marko Vejinovic",76
2945,"Alcalá",39
2946,"Guaita",29
2947,"Sílvio",54
2948,"Harrison Afful",53
2949,"Jaime Romero",59
2950,"Mads Albæk",57
2951,"Ashley Westwood",55
2952,"Maximiliano Caire",35
2953,"Garath McCleary",65
2954,"Luca Siligardi",61
2955,"Alex Bergantiños",58
2956,"Emmanuel Imorou",55
2957,"Mehdi Mostefa",59
2958,"Igor Lewczuk",52
2959,"Stijn Wuytens",55
2960,"Wallace Reis",53
2961,"Ricardo Noir",59
2962,"George Friend",50
2963,"Sergey Politsevich",52
2964,"David Yurchenko",24
2965,"Rens van Eijden",41
2966,"Jair Pereira",50
2967,"Jorge Hernández",69
2968,"Vladimir Granat",41
2969,"Luis Fuentes",63
2970,"Anders Konradsen",59
2971,"Moussa Maâzou",70
2972,"Hugo González",39
2973,"Alexander Büttner",74
2974,"Claudemir",60
2975,"Vítor Gomes",59
2976,"Ezequiel Muñoz",21
2977,"Alberto",21
2978,"Raúl Fernández",24
2979,"Hamdi Harbaoui",63
2980,"Roman Neustädter",58
2981,"Levan Mchedlidze",56
2982,"Kyle Bartley",46
2983,"Oliver Norwood",56
2984,"Henri Lansbury",72
2985,"Ørjan Nyland",25
2986,"Joshua King",69
2987,"Vegard Forren",60
2988,"Thomas Rogne",44
2989,"Deniz Kadah",72
2990,"Lora",49
2991,"Javier Morales",72
2992,"Felipe",45
2993,"Stefanos Athanasiadis",74
2994,"Dan Gosling",61
2995,"Aurélien Collin",49
2996,"Jordan Rhodes",84
2997,"Fábio Pacheco",44
2998,"Ömer Sismanoglu",63
2999,"Alan Judge",58
3000,"Sebastien Dewaest",40
3001,"Orlando Sá",71
3002,"Martin Hansen",14
3003,"Martin Kelly",58
3004,"Vurnon Anita",45
3005,"Mandla Masango",59
3006,"Georg Margreitter",23
3007,"Natxo Insa",59
3008,"Barry Bannan",70
3009,"Fran Mérida",79
3010,"Nacer Barazite",72
3011,"Eros Pisano",55
3012,"Pål André Helland",64
3013,"Marcello Gazzola",49
3014,"Jamel Saihi",59
3015,"Diego Vera",73
3016,"Mahmut Tekdemir",56
3017,"Rúben Ribeiro",71
3018,"David Stockdale",19
3019,"Konstantin Vassiljev",76
3020,"Maurício Ramos",42
3021,"Alexander Gerndt",67
3022,"Pierre Bengtsson",56
3023,"Anderson Luís",56
3024,"Craig Cathcart",28
3025,"Tommy Elphick",29
3026,"Luis Robles",19
3027,"Sam Vokes",74
3028,"Varela",54
3029,"Javier García",19
3030,"Daniel Ciofani",65
3031,"Nicolas Frey",41
3032,"Ryan Donk",50
3033,"Diego Biseswar",40
3034,"Bueno",68
3035,"Özer Hurmaci",61
3036,"Gaëtan Bong",40
3037,"Kévin Monnet-Paquet",54
3038,"Tobias Sippel",18
3039,"Haris Medunjanin",76
3040,"Lasse Nielsen",38
3041,"Tore Reginiussen",32
3042,"Mikael Lustig",33
3043,"Welliton",77
3044,"Daniel Larsson",65
3045,"Juan Ángel Albín",68
3046,"Juan Camilo Zúñiga",67
3047,"Dax McCarty",66
3048,"Ritchie De Laet",40
3049,"Mateus",59
3050,"Kevin McDonald",48
3051,"Krzysztof Maczynski",40
3052,"Sone Aluko",71
3053,"Veli Kavlak",71
3054,"Torrejón",46
3055,"Federico Dionisi",70
3056,"Sébastien Bassong",50
3057,"Alex López",68
3058,"Crespo",41
3059,"Onur Kaya",60
3060,"Ignacio Scocco",69
3061,"Sereno",47
3062,"Marco Motta",52
3063,"David Rodríguez",78
3064,"Cole Skuse",61
3065,"Ukra",72
3066,"Urby Emanuelson",68
3067,"Mehdi Lacen",59
3068,"Emmanuel Cascione",73
3069,"Markus Suttner",38
3070,"Jonathan Fabbro",69
3071,"Sami Allagui",66
3072,"Alberto Rodríguez",30
3073,"Elkin Soto",71
3074,"Yannick Cahuzac",47
3075,"Semih Kaya",26
3076,"Nicklas Bendtner",77
3077,"Nicolás Domingo",65
3078,"Jorge Ortiz",66
3079,"Claudiu Keserü",75
3080,"Olivier Veigneau",53
3081,"Cameron Jerome",70
3082,"Taye Taiwo",76
3083,"Michu",67
3084,"Tim Sparv",42
3085,"Adam Federici",41
3086,"Tim Hoogland",61
3087,"Juninho",83
3088,"Robert Almer",17
3089,"Behrang Safari",55
3090,"John Ruddy",43
3091,"Sébastien Pocognoli",58
3092,"Phil Bardsley",56
3093,"Roland Lamah",53
3094,"Pablo Barrientos",75
3095,"Ilya Abaev",18
3096,"Artur",70
3097,"Remko Pasveer",28
3098,"Zapater",67
3099,"Ben Watson",78
3100,"Lanzarote",78
3101,"Raffaele Palladino",75
3102,"Léo Matos",60
3103,"Luis Gonzalo Bustamante",53
3104,"Ken Reichel",59
3105,"Mark González",73
3106,"Scott Carson",20
3107,"Niko Kranjcar",68
3108,"Benoît Assou-Ekotto",57
3109,"Christophe Berra",31
3110,"Samuel Holmén",60
3111,"Thomas Buffel",73
3112,"Cristian Sapunaru",68
3113,"Tomáš Sivok",53
3114,"Markel Bergara",59
3115,"Lee Chung Yong",63
3116,"Manuel Pasqual",50
3117,"Jorge Molina",80
3118,"Diego Barreto",19
3119,"Arnold Mvuemba",63
3120,"Chad Marshall",60
3121,"Peter Utaka",68
3122,"Jérémy Perbet",69
3123,"Daryl Murphy",77
3124,"Cristian Molinaro",63
3125,"Artem Rebrov",22
3126,"Vladimir Bystrov",64
3127,"Vitolo",69
3128,"Momo",79
3129,"Juli",66
3130,"Egemen Korkmaz",30
3131,"Javier Gandolfi",58
3132,"Germán Denis",80
3133,"Maximiliano Velázquez",60
3134,"Rodrigo Braña",50
3135,"Aitor Sanz",58
3136,"Verza",83
3137,"Edú",69
3138,"Alex Baptiste",34
3139,"Darío Verón",61
3140,"Yoshito Okubo",82
3141,"Yasuhito Endo",82
3142,"Santiago Silva",75
3143,"Jason Shackell",31
3144,"Walter Erviti",56
3145,"Roberto Vitiello",34
3146,"Mounir El Hamdaoui",75
3147,"Yann Jouffre",72
3148,"Alessandro Rosina",68
3149,"Michaël Ciani",25
3150,"Rubinho",20
3151,"Hakan Arikan",12
3152,"Laurent Pionnier",16
3153,"Charles Itandje",16
3154,"Sascha Riether",57
3155,"Reto Ziegler",68
3156,"Tom Starke",21
3157,"Jean-François Gillet",23
3158,"Claudio Terzi",61
3159,"Tomasz Kuszczak",22
3160,"Craig Gordon",22
3161,"Rolando Bianchi",75
3162,"Florent Balmont",60
3163,"Boaz Myhill",42
3164,"Stefano Mauri",74
3165,"Nicolas Seube",49
3166,"Markus Rosenberg",71
3167,"Alexander Farnerud",64
3168,"Rafael van der Vaart",77
3169,"Kyle Beckerman",69
3170,"Ashley Cole",58
3171,"Shunsuke Nakamura",83
3172,"Rafael Márquez",63
3173,"Roque Santa Cruz",62
3174,"David Pizarro",78
3175,"Custódio",70
3176,"Braga",74
3177,"Alexander Manninger",17
3178,"Benjamin Nivet",76
3179,"Giampiero Pinzi",67
3180,"Omar Kharbin",65
3181,"Oleksandr Karavaiev",55
3182,"David Neres",65
3183,"Wesley Lautoa",49
3184,"Douglas Armeira",58
3185,"Cengiz Ünder",64
3186,"Federico Chiesa",61
3187,"Nicolás Gorosito",53
3188,"Assis",51
3189,"Henry Onyekuru",55
3190,"Rômulo Calsede",75
3191,"Amath Ndiaye Diedhiou",46
3192,"Junya Ito",57
3193,"Chidozie Awaziem",40
3194,"Timothy Fosu-Mensah",48
3195,"Mijo Caktaš",78
3196,"Bernard Berisha",63
3197,"Ruslan Malinovskyi",66
3198,"Tammy Abraham",72
3199,"Adam Ounas",60
3200,"Michael Santos",68
3201,"Gojko Cimirot",60
3202,"João Bruiñeira",21
3203,"Nilsito Vilela",65
3204,"Leandro Vivenço",71
3205,"Adrián Burnabão",75
3206,"Jessé Ledeiro",74
3207,"Jairinhazo",72
3208,"Leordinho Paes",64
3209,"Alessinito",63
3210,"Porphirinho",65
3211,"Marcos Paneira",51
3212,"Pimentiscinho",54
3213,"Timo Triano",59
3214,"Rubem Esteiro",71
3215,"Otávinho Vila",61
3216,"Miltisco Paulino",53
3217,"Denaldo Carneiro",39
3218,"Ailtio Coelho",61
3219,"Pombaxinho",71
3220,"Sanaldo Caiado",42
3221,"Silvosinho",63
3222,"Mauro Cildinho",50
3223,"Jeff Meirson",72
3224,"Joshuando Sá",53
3225,"Jonas Damasto",38
3226,"Walter Silvieiro",76
3227,"Cristian Lodeira",65
3228,"Thiago Alminxa",55
3229,"Santi da Bruma",71
3230,"Michel Cruceiro",74
3231,"Mauro Riboas",69
3232,"Carleto Costinha",77
3233,"Juliano Mascarinhas",58
3234,"Clayton Fildeiras",77
3235,"Estevão Candeira",49
3236,"Vanderlei Cõembra",45
3237,"Wellington Sabrão",71
3238,"Youssef Ait Bennasser",42
3239,"Stefano Sensi",74
3240,"Alexander Barboza",41
3241,"Jacek Góralski",43
3242,"Jorge",43
3243,"Mbilla Etame",65
3244,"Maksym Malyshev",44
3245,"Costinha",72
3246,"Gil Dias",53
3247,"Amilton",62
3248,"Karim Onisiwo",58
3249,"Borja Valle",65
3250,"Óscar Estupiñán",63
3251,"Jhon Murillo",66
3252,"Florian Grillitsch",50
3253,"Ricardo Lopes",68
3254,"Daniel Buitrago",56
3255,"Diego Viera",45
3256,"Marko Dmitrovic",9
3257,"Álex Remiro",24
3258,"Diego González",42
3259,"Axel Sjöberg",38
3260,"Baldomero Perlaza",48
3261,"Rubén Duarte",40
3262,"Marcus Coco",59
3263,"Cristian Omar Espinoza",54
3264,"Uche Agbo",39
3265,"Jordan Morris",71
3266,"Jean-Kévin Augustin",68
3267,"Alexandr Golovin",52
3268,"Guido Rodríguez",53
3269,"Ahmet Oguz",55
3270,"Ellyes Skhiri",58
3271,"Castro",65
3272,"Kevin Lasagna",65
3273,"Bustinza",33
3274,"Goran Caušic",68
3275,"Yann Bodiger",70
3276,"Walter Montoya",51
3277,"Jérémie Boga",55
3278,"Fábio Martins",67
3279,"Hiroki Yamada",68
3280,"Germán Lanaro",40
3281,"Derrick Luckassen",46
3282,"Ivaylo Chochev",59
3283,"Crislan",63
3284,"Jonathan Rodríguez",74
3285,"Robert Bauer",44
3286,"Orkan Çinar",57
3287,"Wout Weghorst",65
3288,"Munir",25
3289,"Edoardo Goldaniga",34
3290,"Zé Manuel",69
3291,"Numan Çürüksu",36
3292,"Ivan Mocinic",47
3293,"Elvis Kokalovic",52
3294,"Marvelous Nakamba",38
3295,"Manabu Saito",60
3296,"Rolando Aarons",59
3297,"Timothy Castagne",27
3298,"Unai López",46
3299,"Lukas Klostermann",26
3300,"Elmir Nabiullin",39
3301,"Donis Avdijaj",62
3302,"Carlos Gruezo",49
3303,"Nahuel Leiva",59
3304,"Nano",69
3305,"Donny van de Beek",55
3306,"Estéfano Arango",65
3307,"Alexis Pérez",40
3308,"Abdelhak Nouri",65
3309,"Dario Rodríguez",63
3310,"Ezequiel Ponce",66
3311,"Gastón Silva",55
3312,"Renato Tapia",61
3313,"Demarai Gray",58
3314,"Daniel Hernández",53
3315,"Federico Ricci",67
3316,"Jonatan Cristaldo",65
3317,"Norbert Gyömbér",23
3318,"Gabriel Castellón",24
3319,"Matías Pisano",49
3320,"David Costas",50
3321,"Roger Martínez",68
3322,"Thomas Didillon",22
3323,"Andrés Mosquera",31
3324,"Yony González",50
3325,"Diego Galo",43
3326,"Rober Ibáñez",63
3327,"Claudio Aquino",67
3328,"Derley",73
3329,"Pablo Galdames",59
3330,"Rafa Soares",34
3331,"Alejandro Silva",49
3332,"Facundo Sánchez",62
3333,"César Fuentes",49
3334,"Yuya Kubo",67
3335,"Andre Blake",19
3336,"Bruno Henrique",62
3337,"Emanuele Suagher",30
3338,"Hernán Menosse",55
3339,"Léo Dubois",46
3340,"Daley Sinkgraven",56
3341,"Danilo",42
3342,"Joost van Aken",44
3343,"André Claro",73
3344,"Lorenzo Pasciuti",47
3345,"Nery Domínguez",55
3346,"Gabriel Vargas",71
3347,"Rafael Delgado",63
3348,"Renato González",50
3349,"Matteo Mancosu",68
3350,"Unai Garcia",42
3351,"Matt Miazga",31
3352,"Lucas Evangelista",57
3353,"Marcelo Meli",49
3354,"Jonathan Silva",55
3355,"Lucas Albertengo",69
3356,"Lucas Melano",56
3357,"Francisco Cerro",53
3358,"Washington Camacho",64
3359,"Gonzalo Verón",61
3360,"Martín Rolle",63
3361,"Diego Braghieri",48
3362,"Bruno Bianchi",21
3363,"Pablo Alvarado",40
3364,"Martín Benítez",66
3365,"Claudio Riaño",70
3366,"Óscar Opazo",51
3367,"Martín Rodríguez",40
3368,"Rodrigo Gómez",67
3369,"Marlon Piedrahita",69
3370,"Román Torres",46
3371,"Jorge Aguirre",60
3372,"Leonardo Valencia",60
3373,"Felipe Aguilar",39
3374,"Antony Silva",25
3375,"Didier Moreno",37
3376,"Ayron del Valle",78
3377,"Yeison Gordillo",39
3378,"Francisco Meza",33
3379,"Jonathan Lopera",65
3380,"Aketxe",67
3381,"Alexander Fransson",47
3382,"Paddy McNair",43
3383,"Fausto Tienza",48
3384,"Somália",62
3385,"Albizua",35
3386,"Kim Jin Su",55
3387,"Tozé",81
3388,"DeAndre Yedlin",38
3389,"Ludwig Augustinsson",62
3390,"Davie Selke",59
3391,"Maxime Chanot",44
3392,"Tiago Silva",70
3393,"Alberto Martín",58
3394,"Kenan Karaman",56
3395,"Brandon Mechele",35
3396,"Philipp Max",41
3397,"Mohamed Abdul Shafy",43
3398,"Kevin Möhwald",46
3399,"Pere Pons",45
3400,"Carlos Hernández",39
3401,"Tom Lawrence",65
3402,"Ibrahim Amadou",43
3403,"Pavel Mogilevets",52
3404,"Elsinho",47
3405,"Wanderson",54
3406,"José Mari",53
3407,"David Accam",64
3408,"Nicolás Martínez",68
3409,"Haitam Aleesami",41
3410,"Fouad Chafik",44
3411,"Albert Rusnák",54
3412,"Rui Silva",30
3413,"Filippo Falco",57
3414,"Cristian Pellerano",65
3415,"Hélder Lopes",40
3416,"Hany Mukhtar",60
3417,"Joris van Overeem",41
3418,"Maciej Gajos",60
3419,"Christian Günter",44
3420,"Siebe Schrijvers",63
3421,"Joey Pelupessy",50
3422,"Milan Vilotic",58
3423,"Branimir Hrgota",59
3424,"Nabil Ghilas",78
3425,"Ádám Gyurcsó",67
3426,"Lorenzo Lollo",59
3427,"Jehad Al Hussien",73
3428,"Fahad Al Muwallad",67
3429,"Harrison Henao",70
3430,"Óscar Plano",66
3431,"Peter Ankersen",42
3432,"Andrew Wooten",69
3433,"Ibrahima Cissé",46
3434,"Bryan Cristante",58
3435,"Patrick",45
3436,"Ju Se Jong",62
3437,"Leandro Fernández",72
3438,"Tom Rogic",56
3439,"Alexander González",62
3440,"Ryan Fraser",56
3441,"Syam Ben Youssef",36
3442,"Giannis Skondras",61
3443,"Emil Krafth",54
3444,"Kenneth Omeruo",35
3445,"Robin Olsen",30
3446,"Marcus Rohdén",66
3447,"Slobodan Medojevic",50
3448,"Alexis Henríquez",49
3449,"Stef Peeters",73
3450,"Kevin Stewart",44
3451,"Jack Grealish",58
3452,"Nir Bitton",46
3453,"Iván López",49
3454,"André Biyogo Poko",53
3455,"Eric Mathoho",37
3456,"Edgar Salli",58
3457,"Alessio Cragno",31
3458,"Lenny Nangis",63
3459,"André Sousa",59
3460,"Luca Ceppitelli",34
3461,"Luca Antei",47
3462,"Niclas Füllkrug",71
3463,"Djaniny",67
3464,"Gonzalo Espinoza",55
3465,"Guillaume Hubert",16
3466,"Filip Novák",42
3467,"Oscar Lewicki",48
3468,"Rachid Alioui",55
3469,"Dieumerci Ndongala",54
3470,"Clerc",44
3471,"Rafael Baca",58
3472,"Renato Ibarra",54
3473,"Philipp Hosiner",66
3474,"Luis Advíncula",64
3475,"Stefano Marzo",45
3476,"Gervasio Núñez",71
3477,"Tomer Hemed",83
3478,"Edgar Badía",30
3479,"Stelios Kitsiou",41
3480,"Tommy Smith",41
3481,"Leonardo Blanchard",30
3482,"Nuno Henrique",31
3483,"David Pavelka",68
3484,"Jamaal Lascelles",19
3485,"Ismaël Diomandé",42
3486,"Britt Assombalonga",65
3487,"Luccas Claro",44
3488,"Héctor",35
3489,"Yun Il Lok",51
3490,"Thulani Serero",49
3491,"Alexander Miloševic",59
3492,"Jean-Christophe Bahebeck",65
3493,"Tom Carroll",56
3494,"Danny da Costa",40
3495,"Martos",36
3496,"Hernán",45
3497,"Aden Flint",38
3498,"Stuart Armstrong",52
3499,"Justin Meram",61
3500,"Ergys Kace",63
3501,"Moses Odubajo",51
3502,"Alfredo Morales",45
3503,"José Luis Fernández",55
3504,"Luis Carlos Arias",66
3505,"Nicolas Benezet",63
3506,"Alfred Gomis",23
3507,"Alexander Søderlund",65
3508,"Simon Thern",53
3509,"Juan Sánchez Miño",66
3510,"Andreas Cornelius",69
3511,"Attila Fiola",53
3512,"Marco Capuano",41
3513,"Uffe Bech",48
3514,"Sami",53
3515,"Cristiano Biraghi",48
3516,"Mohammed Abu",50
3517,"Frederik Sørensen",40
3518,"Robert Žulj",55
3519,"Christian Gytkjær",79
3520,"Frederik Rønnow",17
3521,"Kasper Kusk",59
3522,"Ledian Memushaj",66
3523,"Errasti",53
3524,"Mickaël Le Bihan",49
3525,"Taras Burlak",60
3526,"Rafael Martins",74
3527,"Benjamin Corgnet",68
3528,"Deniz Yilmaz",73
3529,"Mihai Radut",67
3530,"Bruno Uvini",43
3531,"Isaac Cuenca",70
3532,"Christopher Schindler",39
3533,"Camilo",73
3534,"Luis Pedro Cavanda",50
3535,"Mike te Wierik",37
3536,"Adama Soumaoro",40
3537,"Michael Esser",23
3538,"Nicolai Boilesen",49
3539,"Miloš Kosanovic",70
3540,"Ahmet Ilhan Özek",58
3541,"Léo Lacroix",55
3542,"Lars Unnerstall",16
3543,"Romain Métanire",52
3544,"Balázs Megyeri",24
3545,"Taulant Xhaka",60
3546,"Michael Gregoritsch",62
3547,"Matías Aguirregaray",58
3548,"Pablo Chavarría",63
3549,"Mathieu Duhamel",74
3550,"Marc Rzatkowski",49
3551,"Manuel Riemann",34
3552,"Anthony Losilla",49
3553,"Amir Abrashi",54
3554,"Ji Dong Won",66
3555,"Álex Fernández",69
3556,"Mehmet Batdal",65
3557,"Dennis Appiah",47
3558,"Sergey Tkachev",70
3559,"Isaac Cofie",61
3560,"Uroš Cosic",30
3561,"Raoul Cedric Loé",44
3562,"Carlos Ruiz",53
3563,"Johan Larsson",58
3564,"George Thorne",50
3565,"Bryan Oviedo",56
3566,"Greg Cunningham",44
3567,"Marcel Büchel",56
3568,"Damian Dabrowski",51
3569,"Alex",68
3570,"Yann-Erik de Lanlay",50
3571,"Pajtim Kasami",63
3572,"Juninho",68
3573,"Dejan Lazarevic",61
3574,"Nuno Reis",58
3575,"Oscar Boniek García",71
3576,"Baena",55
3577,"Mathew Leckie",69
3578,"Rizvan Utsiev",57
3579,"Cristian Erbes",55
3580,"Ryan Mendes",65
3581,"Diego Contento",52
3582,"Fuentes",35
3583,"Rafal Gikiewicz",19
3584,"May Mahlangu",41
3585,"Dorian Lévêque",46
3586,"Flavio Paixão",71
3587,"Adam Forshaw",66
3588,"Portillo",49
3589,"Izet Hajrovic",75
3590,"Juan Domínguez",70
3591,"Cauê",49
3592,"Žarko Tomaševic",54
3593,"Vasco Regini",43
3594,"Marcel Correia",37
3595,"Diego Novaretti",30
3596,"Douglas",59
3597,"Andile Jali",67
3598,"Fabian Giefer",21
3599,"Aleksandar Ignjovski",48
3600,"Ben Marshall",72
3601,"Iván Pillud",70
3602,"Bram Nuytinck",47
3603,"Matthieu Saunier",55
3604,"Mateusz Klich",74
3605,"Mustapha Diallo",48
3606,"Fabián Rinaudo",52
3607,"Mauro Formica",66
3608,"Mads Fenger",33
3609,"Rene Krhin",58
3610,"Takeshi Aoki",62
3611,"Salman Al Faraj",61
3612,"Cyriac",69
3613,"Rhayner",54
3614,"Adam Smith",48
3615,"Callum McManaman",64
3616,"Eugenio Lamanna",24
3617,"Diego Álvarez",56
3618,"Danijel Aleksic",70
3619,"Ike Opara",49
3620,"Yassine El Ghanassy",65
3621,"Nenad Krsticic",55
3622,"Daniel Opare",47
3623,"Bernard Parker",73
3624,"Enock Kofi Adu",56
3625,"Soni Mustivar",46
3626,"Guedes",83
3627,"Stoppila Sunzu",46
3628,"Mamadou Samassa",18
3629,"Ali Gadzhibekov",53
3630,"Marcelo Toscano",74
3631,"Samuel Armenteros",68
3632,"Ramalho",41
3633,"Lillo",59
3634,"Davy Claude Angan",64
3635,"Víctor Vázquez",72
3636,"Aridane",31
3637,"Candeias",65
3638,"Junior Hoilett",68
3639,"Artur Sobiech",71
3640,"Junior Stanislas",61
3641,"Cristian Pasquato",72
3642,"Lorenzo Ariaudo",30
3643,"Florian Jungwirth",37
3644,"Jens Hegeler",79
3645,"Samuel Souprayen",44
3646,"Néstor Calderón",77
3647,"Francesco Renzetti",46
3648,"Libor Kozák",76
3649,"Michael Morrison",36
3650,"Johannes Flum",57
3651,"Semir Štilic",60
3652,"Marvin Martin",61
3653,"Bruno Ecuélé Manga",46
3654,"Lex Immers",71
3655,"Adama Valentin Diomande",69
3656,"Artem Kravets",59
3657,"Ondrej Celustka",40
3658,"Edwin Hernández",54
3659,"Sergey Pesyakov",22
3660,"David Meyler",47
3661,"Jiloan Hamad",63
3662,"Carlos Peña",62
3663,"Israel Jiménez",61
3664,"Ashley Barnes",72
3665,"Tsepo Masilela",46
3666,"Güray Vural",57
3667,"Tamás Kádár",35
3668,"Nicolás Peric",24
3669,"Juan Cala",46
3670,"Salustiano Candia",55
3671,"Tommy Smith",34
3672,"Rodolfo Cota",25
3673,"Denis Odoi",49
3674,"Vasco Fernandes",38
3675,"Panagiotis Glykos",24
3676,"Chris Martin",70
3677,"Nicolás Sánchez",56
3678,"Michiel Kramer",63
3679,"Ádám Bogdán",18
3680,"Julien Cétout",41
3681,"Luis Ardente",66
3682,"Sergio Tejera",50
3683,"Lasse Vibe",65
3684,"Vincent Nogueira",63
3685,"Mohammed Abdellaoue",75
3686,"Jean-Armel Kana-Biyik",45
3687,"Ima Faneva Andriatsima",65
3688,"Avdija Vršajevic",55
3689,"Jonathan Hogg",41
3690,"James Henry",69
3691,"Davide Di Gennaro",68
3692,"Steeven Langil",44
3693,"Guy-Roland Ndy Assembe",15
3694,"Casado",40
3695,"David González",15
3696,"Jan Morávek",69
3697,"Krisztián Németh",70
3698,"Fedor Kudryashov",46
3699,"Rincón",29
3700,"Aly Cissokho",48
3701,"Rasmus Bengtsson",46
3702,"Damien Marcq",33
3703,"Carlão",38
3704,"Ceyhun Gülselam",36
3705,"Lulinha",66
3706,"Ragnar Sigurðsson",65
3707,"Zoltán Stieber",65
3708,"Maurice Edu",69
3709,"Miguel Samudio",54
3710,"Bakary Sako",70
3711,"George Boyd",71
3712,"Taras Mykhalyk",47
3713,"Alex Pearce",32
3714,"Gilles Cioni",50
3715,"Wout Brama",63
3716,"Scott Arfield",62
3717,"Nenê",78
3718,"Seth De Witte",73
3719,"Romain Brégerie",65
3720,"Mehmet Güven",58
3721,"Mario Vrancic",55
3722,"Ángel",69
3723,"Carlos Felipe Rodríguez",18
3724,"Timothy Derijck",71
3725,"Manuel da Costa",44
3726,"Suso Santana",66
3727,"Gustav Svensson",45
3728,"Ruben Yttergård Jenssen",51
3729,"Nuno Coelho",46
3730,"Patrick Ebert",59
3731,"Tobias Werner",56
3732,"Mark Milligan",80
3733,"Hugo Droguett",64
3734,"Máyer Candelo",60
3735,"McDonald Mariga",50
3736,"Sebastian Boenisch",49
3737,"Marcin Robak",84
3738,"Zlatan Ljubijankic",59
3739,"Thomas Matton",63
3740,"Samir Ujkani",22
3741,"Sébastien Siani",84
3742,"Constant Djakpa",56
3743,"Pablo Barrera",67
3744,"Ramón Fernández",70
3745,"Adrian Mariappa",44
3746,"Lee Tomlin",71
3747,"Ramon Leeuwin",65
3748,"Matteo Ardemagni",73
3749,"Joey van den Berg",67
3750,"Matías Fritzler",51
3751,"Gonzalo Bergessio",68
3752,"Bilal Kisa",74
3753,"Luso",64
3754,"Carpio",47
3755,"Toquero",66
3756,"Pablo Granoche",75
3757,"Miku",68
3758,"Hugo Vieira",60
3759,"Sam Hutchinson",55
3760,"Andreas Ulmer",44
3761,"Aldo Leão Ramírez",69
3762,"Carmona",80
3763,"Issiar Dia",62
3764,"Marcelo Oliveira",66
3765,"Nsue",49
3766,"Adem Büyük",59
3767,"Jorge Torres Nilo",63
3768,"Oscar Ustari",18
3769,"Gökhan Degirmenci",15
3770,"Marc Pugh",64
3771,"Alexandr Bukharov",69
3772,"Molinero",49
3773,"Cristian Villagra",56
3774,"Stephen Ward",62
3775,"Édouard Duplan",62
3776,"Edinho",76
3777,"Steven Fletcher",73
3778,"Lee Wallace",58
3779,"Chris Wondolowski",72
3780,"Christophe Mandanne",67
3781,"Jonny Hayes",48
3782,"Matt Jarvis",66
3783,"Franck Berrier",72
3784,"Abou Diaby",74
3785,"David Jones",58
3786,"Mark Bunn",44
3787,"Florian Klein",69
3788,"Sebastián Viera",24
3789,"Steven Taylor",46
3790,"Kasper Hämäläinen",52
3791,"Marco Schneuwly",62
3792,"Salva Sevilla",71
3793,"Pablo Álvarez",49
3794,"Zé Castro",45
3795,"Uwe Hünemeier",56
3796,"Djamel Mesbah",60
3797,"Moritz Stoppelkamp",59
3798,"Pedro López",58
3799,"Mauricio Molina",78
3800,"Bartosz Bialkowski",17
3801,"Valerica Gaman",69
3802,"Alejandro Faurlín",49
3803,"Lucas Licht",83
3804,"Magnus Wolff Eikrem",61
3805,"Darío Cvitanich",76
3806,"Dean Marney",56
3807,"Bradley Johnson",72
3808,"Erdal Kiliçaslan",71
3809,"Espen Ruud",62
3810,"Dmitriy Torbinskiy",71
3811,"Manu Del Moral",80
3812,"Iván Alonso",72
3813,"Susaeta",75
3814,"Seoane",53
3815,"Dorca",51
3816,"Bruno Saltor",45
3817,"Leandro Greco",58
3818,"Sercan Yildirim",72
3819,"Bekir Irtegün",52
3820,"Serdar Kurtulus",40
3821,"Mariano Pavone",74
3822,"Diego Colotto",55
3823,"Jonathan Bottinelli",41
3824,"Javi Guerra",80
